"date","month","day","quarter","week","am6","am7","am8","am9","am10","am11","pm12","pm1","pm2","pm3","pm4","pm5","pm6","pm7","pm8","pm9","pm10","pm11","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
2020-06-30,"June","Tuesday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-01,"July","Wednesday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-02,"July","Thursday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-03,"July","Friday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-04,"July","Saturday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-05,"July","Sunday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-06,"July","Monday","Summer",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-07,"July","Tuesday","Summer",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-08,"July","Wednesday","Summer",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-09,"July","Thursday","Summer",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-10,"July","Friday","Summer",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-11,"July","Saturday","Summer",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-12,"July","Sunday","Summer",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-13,"July","Monday","Summer",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-14,"July","Tuesday","Summer",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-15,"July","Wednesday","Summer",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-16,"July","Thursday","Summer",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-17,"July","Friday","Summer",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-18,"July","Saturday","Summer",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-19,"July","Sunday","Summer",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-20,"July","Monday","Summer",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-21,"July","Tuesday","Summer",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-22,"July","Wednesday","Summer",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-23,"July","Thursday","Summer",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-24,"July","Friday","Summer",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-25,"July","Saturday","Summer",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-26,"July","Sunday","Summer",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-07-27,"July","Monday","Summer",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-28,"July","Tuesday","Summer",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-29,"July","Wednesday","Summer",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-30,"July","Thursday","Summer",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-07-31,"July","Friday","Summer",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-01,"August","Saturday","Summer",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-02,"August","Sunday","Summer",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-03,"August","Monday","Summer",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-04,"August","Tuesday","Summer",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-05,"August","Wednesday","Summer",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-06,"August","Thursday","Summer",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-07,"August","Friday","Summer",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-08,"August","Saturday","Summer",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-09,"August","Sunday","Summer",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-10,"August","Monday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-11,"August","Tuesday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-12,"August","Wednesday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-13,"August","Thursday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-14,"August","Friday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-15,"August","Saturday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-16,"August","Sunday","Summer",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-17,"August","Monday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-18,"August","Tuesday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-19,"August","Wednesday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-20,"August","Thursday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-21,"August","Friday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-22,"August","Saturday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-23,"August","Sunday","Summer",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-24,"August","Monday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-25,"August","Tuesday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-26,"August","Wednesday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-27,"August","Thursday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-28,"August","Friday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-08-29,"August","Saturday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-30,"August","Sunday","Summer",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-08-31,"August","Monday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-09-01,"September","Tuesday","Summer",11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0
2020-09-02,"September","Wednesday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-09-03,"September","Thursday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-09-04,"September","Friday","Summer",11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
2020-09-05,"September","Saturday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-09-06,"September","Sunday","Summer",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-09-07,"September","Monday","Summer",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-09-08,"September","Tuesday","Summer",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-09-09,"September","Wednesday","Summer",12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0
2020-09-10,"September","Thursday","Summer",12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1,0,0
2020-09-11,"September","Friday","Summer",12,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0
2020-09-12,"September","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-09-13,"September","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-09-14,"September","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-09-15,"September","Tuesday","Break",0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,1,1,0,0
2020-09-16,"September","Wednesday","Break",0,0,0,0,0,7,0,1,0,0,0,3,0,0,0,0,0,0,0,11,0,1,0,1,0,0
2020-09-17,"September","Thursday","Break",0,0,0,0,0,0,0,0,0,7,25,5,0,0,0,0,0,0,0,37,0,1,0,0,0,0
2020-09-18,"September","Friday","Break",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
2020-09-19,"September","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-09-20,"September","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-09-21,"September","Monday","Break",0,0,0,0,7,163,91,64,68,76,92,81,53,35,13,0,0,0,0,743,0,1,0,1,0,0
2020-09-22,"September","Tuesday","Break",0,0,0,0,1,125,85,111,80,107,85,81,74,77,18,0,0,0,0,844,0,1,0,0,0,0
2020-09-23,"September","Wednesday","Break",0,0,0,0,0,169,118,97,102,79,106,97,84,59,20,0,0,0,0,931,0,1,0,0,0,0
2020-09-24,"September","Thursday","Break",0,0,0,0,0,147,128,111,132,122,113,128,93,67,22,0,0,0,0,1063,0,1,0,0,0,0
2020-09-25,"September","Friday","Break",0,0,0,0,7,170,145,115,130,130,108,114,89,46,12,0,0,0,0,1066,0,1,0,0,0,0
2020-09-26,"September","Saturday","Break",0,0,0,0,1,194,130,157,127,133,117,125,49,0,0,0,0,0,0,1033,1,1,0,0,0,0
2020-09-27,"September","Sunday","Break",0,0,0,0,0,168,102,123,115,106,102,129,57,0,0,0,0,0,0,902,1,1,0,0,0,0
2020-09-28,"September","Monday","Break",0,44,29,56,106,163,255,203,149,195,194,197,132,104,41,0,0,0,0,1868,0,1,0,0,0,0
2020-09-29,"September","Tuesday","Fall",1,70,68,96,167,155,115,176,90,155,183,284,176,178,30,0,0,0,0,1943,0,1,0,0,0,0
2020-09-30,"September","Wednesday","Fall",1,72,50,115,140,143,89,178,130,156,166,219,163,197,39,0,0,0,0,1857,0,1,0,0,0,0
2020-10-01,"October","Thursday","Fall",1,68,61,65,139,161,106,135,85,146,129,195,153,192,34,0,0,0,0,1669,0,1,0,0,0,0
2020-10-02,"October","Friday","Fall",1,51,49,70,110,114,95,133,116,179,202,156,93,87,22,0,0,0,0,1477,0,1,0,0,0,0
2020-10-03,"October","Saturday","Fall",1,0,0,0,0,162,140,112,83,155,118,124,40,0,0,0,0,0,0,934,1,1,0,0,0,0
2020-10-04,"October","Sunday","Fall",1,0,0,0,0,97,106,85,86,122,128,134,58,0,0,0,0,0,0,816,1,1,0,0,0,0
2020-10-05,"October","Monday","Fall",1,69,61,76,117,124,99,130,135,195,175,232,192,229,36,0,0,0,0,1870,0,1,0,0,0,0
2020-10-06,"October","Tuesday","Fall",2,73,68,89,137,154,99,150,90,137,152,283,179,179,41,0,0,0,0,1831,0,1,0,0,0,0
2020-10-07,"October","Wednesday","Fall",2,59,58,86,108,105,85,113,122,163,127,193,175,139,41,0,0,0,0,1574,0,1,0,0,0,0
2020-10-08,"October","Thursday","Fall",2,65,42,65,131,165,80,129,73,136,133,237,130,209,28,0,0,0,0,1623,0,1,0,0,0,0
2020-10-09,"October","Friday","Fall",2,55,52,60,98,74,90,106,92,151,138,166,115,97,13,0,0,0,0,1307,0,1,0,0,0,0
2020-10-10,"October","Saturday","Fall",2,0,0,0,0,97,79,64,79,138,120,132,61,0,0,0,0,0,0,770,1,1,0,0,0,0
2020-10-11,"October","Sunday","Fall",2,0,0,0,0,80,74,60,73,116,120,144,51,0,0,0,0,0,0,718,1,1,0,0,0,0
2020-10-12,"October","Monday","Fall",2,77,71,67,105,130,115,108,138,170,181,205,174,142,28,0,0,0,0,1711,0,1,0,0,0,0
2020-10-13,"October","Tuesday","Fall",3,81,54,71,112,146,96,121,77,148,126,220,167,201,32,0,0,0,0,1652,0,1,0,0,0,0
2020-10-14,"October","Wednesday","Fall",3,49,56,76,107,117,73,108,101,149,123,183,153,159,29,0,0,0,0,1483,0,1,0,0,0,0
2020-10-15,"October","Thursday","Fall",3,58,50,67,115,120,99,116,81,110,128,186,137,214,22,0,0,0,0,1503,0,1,0,0,0,0
2020-10-16,"October","Friday","Fall",3,54,45,75,63,120,77,106,99,162,156,136,121,86,22,0,0,0,0,1322,0,1,0,0,0,0
2020-10-17,"October","Saturday","Fall",3,0,0,0,0,111,70,71,81,134,117,109,48,0,0,0,0,0,0,741,1,1,0,0,0,0
2020-10-18,"October","Sunday","Fall",3,0,0,0,0,84,71,87,71,116,110,148,58,0,0,0,0,0,0,745,1,1,0,0,0,0
2020-10-19,"October","Monday","Fall",3,81,70,78,113,112,107,124,122,194,158,193,195,189,44,0,0,0,0,1780,0,1,0,0,0,0
2020-10-20,"October","Tuesday","Fall",4,82,63,90,152,151,105,126,88,144,157,244,166,218,37,0,0,0,0,1823,0,1,0,0,0,0
2020-10-21,"October","Wednesday","Fall",4,46,60,67,100,98,76,119,99,145,124,199,191,214,29,0,0,0,0,1567,0,1,0,0,0,0
2020-10-22,"October","Thursday","Fall",4,75,56,56,128,151,82,119,80,145,125,222,120,128,9,0,0,0,0,1496,0,1,0,0,0,0
2020-10-23,"October","Friday","Fall",4,51,37,70,56,90,80,89,94,166,153,123,129,101,26,0,0,0,0,1265,0,1,0,0,0,0
2020-10-24,"October","Saturday","Fall",4,0,0,0,0,136,122,73,78,116,124,119,44,0,0,0,0,0,0,812,1,1,0,0,0,0
2020-10-25,"October","Sunday","Fall",4,0,0,0,0,111,81,59,64,111,130,135,40,0,0,0,0,0,0,731,1,1,0,0,0,0
2020-10-26,"October","Monday","Fall",4,78,62,68,113,95,90,120,106,180,174,211,174,170,40,0,0,0,0,1681,0,1,0,0,0,0
2020-10-27,"October","Tuesday","Fall",5,71,67,88,143,151,105,132,104,146,168,172,156,209,38,0,0,0,0,1750,0,1,0,0,0,0
2020-10-28,"October","Wednesday","Fall",5,52,49,95,113,108,73,121,108,141,133,213,164,219,35,0,0,0,0,1624,0,1,0,0,0,0
2020-10-29,"October","Thursday","Fall",5,63,54,57,117,130,81,115,87,128,120,199,139,162,27,0,0,0,0,1479,0,1,0,0,0,0
2020-10-30,"October","Friday","Fall",5,44,41,57,59,108,84,104,84,151,134,142,96,90,9,0,0,0,0,1203,0,1,0,0,0,0
2020-10-31,"October","Saturday","Fall",5,0,0,0,0,108,73,73,87,115,76,110,50,0,0,0,0,0,0,692,1,1,0,0,0,0
2020-11-01,"November","Sunday","Fall",5,0,0,0,0,56,49,48,45,83,94,112,48,0,0,0,0,0,0,535,1,1,0,0,0,0
2020-11-02,"November","Monday","Fall",5,64,61,63,128,123,126,153,113,155,173,214,182,173,29,0,0,0,0,1757,0,1,0,0,0,0
2020-11-03,"November","Tuesday","Fall",6,77,59,115,175,192,120,151,93,140,188,243,137,137,17,0,0,0,0,1844,0,1,0,0,0,0
2020-11-04,"November","Wednesday","Fall",6,56,64,75,95,122,92,132,137,134,132,167,179,167,53,0,0,0,0,1605,0,1,0,0,0,0
2020-11-05,"November","Thursday","Fall",6,63,68,66,118,167,91,115,85,122,153,223,166,200,32,0,0,0,0,1669,0,1,0,0,0,0
2020-11-06,"November","Friday","Fall",6,56,48,82,84,112,94,129,103,169,165,158,139,118,17,0,0,0,0,1474,0,1,0,0,0,0
2020-11-07,"November","Saturday","Fall",6,0,0,0,0,154,113,105,80,120,58,66,19,0,0,0,0,0,0,715,1,1,0,0,0,0
2020-11-08,"November","Sunday","Fall",6,0,0,0,0,77,67,68,80,133,130,163,39,0,0,0,0,0,0,757,1,1,0,0,0,0
2020-11-09,"November","Monday","Fall",6,63,56,95,120,134,95,131,118,186,156,247,210,181,32,0,0,0,0,1824,0,1,0,0,0,0
2020-11-10,"November","Tuesday","Fall",7,87,63,94,129,150,99,165,117,167,155,253,167,230,34,0,0,0,0,1910,0,1,0,0,0,0
2020-11-11,"November","Wednesday","Fall",7,51,67,78,112,133,88,121,106,162,109,191,159,208,30,0,0,0,0,1615,0,1,0,0,0,0
2020-11-12,"November","Thursday","Fall",7,65,60,69,141,167,114,135,84,135,168,202,145,170,31,0,0,0,0,1686,0,1,0,0,0,0
2020-11-13,"November","Friday","Fall",7,46,46,42,77,94,107,109,94,138,184,195,165,78,14,0,0,0,0,1389,0,1,0,0,0,0
2020-11-14,"November","Saturday","Fall",7,0,0,0,0,140,117,91,88,115,89,81,31,0,0,0,0,0,0,752,1,1,0,0,0,0
2020-11-15,"November","Sunday","Fall",7,0,0,0,0,84,79,75,84,120,104,186,67,0,0,0,0,0,0,799,1,1,0,0,0,0
2020-11-16,"November","Monday","Fall",7,48,56,77,88,114,91,112,108,160,150,222,205,172,30,0,0,0,0,1633,0,1,0,0,0,0
2020-11-17,"November","Tuesday","Fall",8,59,44,76,120,140,82,134,104,151,152,219,188,166,27,0,0,0,0,1662,0,1,0,0,0,0
2020-11-18,"November","Wednesday","Fall",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-11-19,"November","Thursday","Fall",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-11-20,"November","Friday","Fall",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-11-21,"November","Saturday","Fall",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-11-22,"November","Sunday","Fall",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-11-23,"November","Monday","Fall",8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
2020-11-24,"November","Tuesday","Fall",9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
2020-11-25,"November","Wednesday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-11-26,"November","Thursday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-11-27,"November","Friday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-11-28,"November","Saturday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-11-29,"November","Sunday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-11-30,"November","Monday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-12-01,"December","Tuesday","Fall",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-12-02,"December","Wednesday","Fall",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-12-03,"December","Thursday","Fall",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-12-04,"December","Friday","Fall",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-12-05,"December","Saturday","Fall",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
2020-12-06,"December","Sunday","Fall",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
2020-12-07,"December","Monday","Fall",10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2020-12-08,"December","Tuesday","Fall",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-12-09,"December","Wednesday","Fall",11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2020-12-10,"December","Thursday","Fall",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-12-11,"December","Friday","Fall",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-12-12,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-12-13,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-12-14,"December","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-15,"December","Tuesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-16,"December","Wednesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-17,"December","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-18,"December","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-19,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-12-20,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-12-21,"December","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-22,"December","Tuesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-23,"December","Wednesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-24,"December","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-25,"December","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-26,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-12-27,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-12-28,"December","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-29,"December","Tuesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-30,"December","Wednesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-12-31,"December","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021-01-01,"January","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021-01-02,"January","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2021-01-03,"January","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2021-01-04,"January","Monday","Winter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021-01-05,"January","Tuesday","Winter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021-01-06,"January","Wednesday","Winter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021-01-07,"January","Thursday","Winter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2021-01-08,"January","Friday","Winter",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0
2021-01-09,"January","Saturday","Winter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2021-01-10,"January","Sunday","Winter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
