"","date","nonmembers","alumni","community_members","students","faculty_staff","pe_staff","other","total"
"509",2016-05-27,8,34,30,2017,0,2,0,2091
"510",2016-05-28,3,24,24,1232,0,0,0,1283
"511",2016-05-29,5,29,21,1358,0,2,0,1415
"512",2016-05-30,5,32,24,1316,0,0,0,1377
"513",2016-05-31,3,52,44,3590,0,4,0,3693
"514",2016-06-01,12,41,53,3635,0,5,0,3746
"515",2016-06-02,8,47,45,3363,0,3,0,3466
"516",2016-06-03,8,40,43,2129,0,5,0,2225
"517",2016-06-04,5,31,31,1377,0,0,0,1444
"518",2016-06-05,6,30,25,1527,0,0,0,1588
"519",2016-06-06,8,45,35,2249,0,5,0,2342
"520",2016-06-07,8,52,45,1898,0,0,0,2003
"521",2016-06-08,1,46,32,1614,0,0,0,1693
"522",2016-06-09,6,29,26,1126,0,1,0,1188
"523",2016-06-10,8,33,22,784,0,3,0,850
"524",2016-06-11,6,10,10,0,0,0,0,26
"525",2016-06-12,3,9,13,0,0,0,0,25
"526",2016-06-13,7,24,24,401,0,4,0,460
"527",2016-06-14,7,27,25,543,0,2,0,604
"528",2016-06-15,6,35,21,540,0,1,0,603
"529",2016-06-16,8,28,18,510,0,0,0,564
"530",2016-06-17,0,27,21,484,0,0,0,532
"531",2016-06-18,0,0,0,0,0,0,0,0
"532",2016-06-19,0,0,0,0,0,0,0,0
"533",2016-06-20,10,23,29,1252,0,41,0,1355
"534",2016-06-21,18,27,30,942,0,30,0,1047
"535",2016-06-22,13,27,26,860,0,30,0,956
"536",2016-06-23,19,17,27,746,0,18,0,827
"537",2016-06-24,16,21,26,670,0,35,0,768
"538",2016-06-25,6,13,17,332,0,4,0,372
"539",2016-06-26,4,19,10,317,0,14,0,364
"540",2016-06-27,17,36,38,928,0,21,0,1040
"541",2016-06-28,18,40,35,953,0,11,0,1057
"542",2016-06-29,17,35,37,803,0,10,0,902
"543",2016-06-30,12,22,27,759,0,8,0,828
"544",2016-07-01,17,37,33,667,0,8,0,762
"545",2016-07-02,5,8,11,328,0,5,0,357
"546",2016-07-03,6,16,17,316,0,6,0,361
"547",2016-07-04,3,19,22,254,0,8,0,306
"548",2016-07-05,14,25,38,713,0,11,0,801
"549",2016-07-06,10,33,28,812,0,8,0,891
"550",2016-07-07,11,25,34,791,0,12,0,873
"551",2016-07-08,12,26,25,634,0,16,0,713
"552",2016-07-09,5,18,19,414,0,4,0,460
"553",2016-07-10,4,13,14,346,0,7,0,384
"554",2016-07-11,21,35,29,849,0,8,0,942
"555",2016-07-12,11,26,26,820,0,8,0,891
"556",2016-07-13,7,28,23,761,0,2,0,821
"557",2016-07-14,8,21,33,627,0,0,0,689
"558",2016-07-15,19,27,34,534,0,13,0,627
"559",2016-07-16,5,15,19,310,0,4,0,353
"560",2016-07-17,8,14,16,340,0,2,0,380
"561",2016-07-18,18,29,25,797,0,10,0,879
"562",2016-07-19,14,27,36,800,0,9,0,886
"563",2016-07-20,14,30,32,727,0,5,0,808
"564",2016-07-21,13,23,27,699,0,7,0,769
"565",2016-07-22,11,27,27,574,0,2,0,641
"566",2016-07-23,8,15,14,275,0,3,0,315
"567",2016-07-24,8,19,21,286,0,3,0,337
"568",2016-07-25,10,35,39,746,0,5,0,835
"569",2016-07-26,6,28,29,741,0,2,0,806
"570",2016-07-27,8,30,34,739,0,6,0,817
"571",2016-07-28,3,25,34,669,0,3,0,734
"572",2016-07-29,9,29,23,530,0,3,0,594
"573",2016-07-30,1,20,20,255,0,0,0,296
"574",2016-07-31,3,19,18,312,0,1,0,353
"575",2016-08-01,9,32,36,727,0,2,0,806
"576",2016-08-02,6,37,37,676,0,3,0,759
"577",2016-08-03,9,32,35,717,0,5,0,798
"578",2016-08-04,4,30,38,680,0,5,0,757
"579",2016-08-05,12,36,32,607,0,1,0,688
"580",2016-08-06,1,12,17,275,0,1,0,306
"581",2016-08-07,7,19,21,306,0,1,0,354
"582",2016-08-08,4,33,36,634,0,0,0,707
"583",2016-08-09,10,25,32,632,0,1,0,700
"584",2016-08-10,13,40,43,560,0,4,0,660
"585",2016-08-11,5,29,32,481,0,2,0,549
"586",2016-08-12,11,30,22,400,0,2,0,465
"587",2016-08-13,3,19,21,211,0,2,0,256
"588",2016-08-14,4,16,18,223,0,0,0,261
"589",2016-08-15,5,27,33,499,0,1,0,565
"590",2016-08-16,14,27,37,486,0,1,0,565
"591",2016-08-17,9,32,31,497,0,2,0,571
"592",2016-08-18,10,20,24,403,0,1,0,458
"593",2016-08-19,12,33,26,343,0,1,0,415
"594",2016-08-20,0,0,0,0,0,0,0,0
"595",2016-08-21,0,0,0,0,0,0,0,0
"596",2016-08-22,0,0,0,0,0,0,0,0
"597",2016-08-23,0,0,0,0,0,10,0,10
"598",2016-08-24,0,0,0,0,0,0,0,0
"599",2016-08-25,0,0,0,0,0,0,0,0
"600",2016-08-26,0,0,0,1,0,8,0,9
"601",2016-08-27,0,0,0,0,0,0,0,0
"602",2016-08-28,0,0,0,0,0,0,0,0
"603",2016-08-29,7,24,31,444,0,0,0,506
"604",2016-08-30,5,19,25,386,0,0,0,435
"605",2016-08-31,7,25,30,354,0,1,0,417
"606",2016-09-01,3,12,26,330,0,2,0,373
"607",2016-09-02,9,25,22,267,0,0,1,324
"608",2016-09-03,0,0,0,0,0,0,0,0
"609",2016-09-04,0,0,0,0,0,0,0,0
"610",2016-09-05,0,0,0,0,0,0,0,0
"611",2016-09-06,13,34,33,352,0,2,1,435
"612",2016-09-07,5,30,39,402,0,1,0,477
"613",2016-09-08,7,22,32,300,0,3,0,364
"614",2016-09-09,8,27,25,262,0,3,0,325
"615",2016-09-10,0,0,0,0,0,0,0,0
"616",2016-09-11,0,0,1,0,0,0,0,1
"617",2016-09-12,17,35,37,319,0,2,0,410
"618",2016-09-13,13,28,29,342,0,6,1,419
"619",2016-09-14,13,25,38,297,0,3,2,378
"620",2016-09-15,8,22,30,294,0,1,0,355
"621",2016-09-16,10,23,36,257,0,2,0,328
"622",2016-09-17,0,0,0,1,0,0,0,1
"623",2016-09-18,0,0,0,1,0,0,0,1
"624",2016-09-19,2,25,40,998,0,27,1,1093
"625",2016-09-20,7,26,38,1150,0,9,1,1231
"626",2016-09-21,4,22,41,1253,0,10,1,1331
"627",2016-09-22,2,25,41,2356,0,9,1,2434
"628",2016-09-23,9,19,32,2353,0,20,2,2435
"629",2016-09-24,2,4,9,1159,0,3,0,1177
"630",2016-09-25,1,16,23,2376,0,1,1,2418
"631",2016-09-26,6,47,46,5999,0,33,0,6131
"632",2016-09-27,10,40,52,5526,0,32,0,5660
"633",2016-09-28,7,44,45,4829,0,23,0,4948
"634",2016-09-29,8,39,51,4275,0,18,0,4391
"635",2016-09-30,12,38,53,3204,0,8,0,3315
"636",2016-10-01,4,23,28,1785,0,1,0,1841
"637",2016-10-02,3,26,31,1951,0,2,0,2013
"638",2016-10-03,12,53,65,4559,0,21,0,4710
"639",2016-10-04,10,52,65,4415,0,25,0,4567
"640",2016-10-05,16,67,68,4528,0,19,0,4698
"641",2016-10-06,8,43,61,3981,0,18,0,4111
"642",2016-10-07,9,39,38,2671,0,9,0,2766
"643",2016-10-08,3,25,20,1061,0,1,0,1110
"644",2016-10-09,0,34,23,1734,0,0,0,1791
"645",2016-10-10,11,61,47,4391,0,15,0,4525
"646",2016-10-11,6,54,61,4406,0,26,0,4553
"647",2016-10-12,8,60,59,4102,0,20,0,4249
"648",2016-10-13,6,39,47,3629,0,25,2,3748
"649",2016-10-14,8,44,42,2620,0,6,0,2720
"650",2016-10-15,11,30,26,1787,0,0,0,1854
"651",2016-10-16,9,31,33,1706,0,2,0,1781
"652",2016-10-17,5,53,60,4023,0,18,0,4159
"653",2016-10-18,10,49,54,4132,0,21,0,4266
"654",2016-10-19,18,58,58,3936,0,17,0,4087
"655",2016-10-20,11,36,44,3455,0,25,0,3571
"656",2016-10-21,20,37,35,2530,0,4,0,2626
"657",2016-10-22,4,24,23,1464,0,1,0,1516
"658",2016-10-23,8,36,21,1587,0,1,0,1653
"659",2016-10-24,14,52,59,3973,0,18,0,4116
"660",2016-10-25,12,47,57,3933,0,28,2,4079
"661",2016-10-26,21,48,55,3811,0,24,0,3959
"662",2016-10-27,13,35,49,3426,0,26,1,3550
"663",2016-10-28,13,44,35,2068,0,6,2,2168
"664",2016-10-29,3,21,22,856,0,0,0,902
"665",2016-10-30,6,30,31,1480,0,0,1,1548
"666",2016-10-31,9,58,48,3636,0,22,1,3774
"667",2016-11-01,13,54,51,3965,0,23,4,4110
"668",2016-11-02,13,59,62,3897,0,21,1,4053
"669",2016-11-03,12,47,58,3811,0,28,2,3958
"670",2016-11-04,12,39,47,2645,0,4,0,2747
"671",2016-11-05,2,29,36,2151,0,2,0,2220
"672",2016-11-06,3,28,26,2192,0,2,1,2252
"673",2016-11-07,15,59,58,3942,0,24,0,4098
"674",2016-11-08,13,47,52,3963,0,26,3,4104
"675",2016-11-09,14,55,42,3579,0,22,1,3713
"676",2016-11-10,8,53,51,3506,0,21,2,3641
"677",2016-11-11,13,39,53,2424,0,6,0,2535
"678",2016-11-12,1,24,27,1086,0,0,0,1138
"679",2016-11-13,5,32,32,1764,0,3,1,1837
"680",2016-11-14,17,59,64,4036,0,24,0,4200
"681",2016-11-15,18,58,62,3994,0,25,3,4160
"682",2016-11-16,14,66,66,3827,0,27,0,4000
"683",2016-11-17,7,50,54,3477,0,23,1,3612
"684",2016-11-18,16,55,46,2412,0,8,0,2537
"685",2016-11-19,8,31,25,1667,0,0,2,1733
"686",2016-11-20,5,37,30,1551,0,5,1,1629
"687",2016-11-21,20,59,71,3481,0,22,0,3653
"688",2016-11-22,14,50,57,2927,0,22,2,3072
"689",2016-11-23,10,47,39,1531,0,24,0,1651
"690",2016-11-24,0,0,0,0,0,0,0,0
"691",2016-11-25,0,0,0,0,0,0,0,0
"692",2016-11-26,0,0,0,0,0,0,0,0
"693",2016-11-27,11,36,28,1097,0,3,1,1176
"694",2016-11-28,16,41,62,3610,0,23,1,3753
"695",2016-11-29,14,50,59,3766,0,20,2,3911
"696",2016-11-30,17,50,53,3503,0,24,0,3647
"697",2016-12-01,12,45,48,3344,0,24,1,3474
"698",2016-12-02,17,48,55,2379,0,10,0,2509
"699",2016-12-03,2,33,35,1664,0,1,0,1735
"700",2016-12-04,9,27,43,1534,0,4,0,1617
"701",2016-12-05,14,62,56,2309,0,5,0,2446
"702",2016-12-06,19,45,59,2144,0,7,1,2275
"703",2016-12-07,11,58,47,1780,0,7,0,1903
"704",2016-12-08,9,37,57,1160,0,5,1,1269
"705",2016-12-09,13,47,50,961,0,5,0,1076
"706",2016-12-10,0,0,0,0,0,0,0,0
"707",2016-12-11,0,0,0,0,0,0,0,0
"708",2016-12-12,17,56,58,918,0,2,1,1052
"709",2016-12-13,10,37,48,612,0,7,1,715
"710",2016-12-14,12,42,48,438,0,1,0,541
"711",2016-12-15,0,0,0,0,0,0,0,0
"712",2016-12-16,0,0,0,0,0,0,0,0
"713",2016-12-17,0,0,0,0,0,0,0,0
"714",2016-12-18,0,0,0,0,0,0,0,0
"715",2016-12-19,5,45,55,429,0,0,1,535
"716",2016-12-20,8,39,41,383,0,3,1,475
"717",2016-12-21,9,39,35,295,0,1,0,379
"718",2016-12-22,4,34,41,261,0,3,1,344
"719",2016-12-23,5,32,39,199,0,4,0,279
"720",2016-12-24,0,0,0,0,0,0,0,0
"721",2016-12-25,0,0,0,0,0,0,0,0
"722",2016-12-26,0,0,0,0,0,0,0,0
"723",2016-12-27,12,40,48,323,0,4,1,428
"724",2016-12-28,9,41,32,311,0,3,0,396
"725",2016-12-29,9,40,41,312,0,1,1,404
"726",2016-12-30,7,31,35,315,0,4,2,394
"727",2016-12-31,0,0,0,0,0,0,0,0
"728",2017-01-01,0,0,0,0,0,0,0,0
"729",2017-01-02,0,0,0,0,0,0,0,0
"730",2017-01-03,9,42,49,587,0,4,0,691
"731",2017-01-04,2,14,21,221,0,2,0,260
"732",2017-01-05,6,25,39,531,0,7,0,608
"733",2017-01-06,6,34,41,678,0,7,0,766
"734",2017-01-07,0,0,0,0,0,0,0,0
"735",2017-01-08,1,16,19,908,0,1,1,946
"736",2017-01-09,16,47,44,3148,0,8,0,3263
"737",2017-01-10,21,47,69,5247,0,25,0,5409
"738",2017-01-11,22,61,58,5147,0,30,0,5318
"739",2017-01-12,16,39,59,4547,0,22,1,4684
"740",2017-01-13,15,63,50,3075,0,7,2,3212
"741",2017-01-14,13,28,32,1893,0,1,0,1967
"742",2017-01-15,8,44,34,2167,0,7,1,2261
"743",2017-01-16,9,40,36,2612,0,4,0,2701
"744",2017-01-17,15,61,67,5247,0,16,1,5407
"745",2017-01-18,29,71,66,5268,0,31,1,5466
"746",2017-01-19,13,54,65,4519,0,17,3,4671
"747",2017-01-20,19,62,51,3329,0,11,0,3472
"748",2017-01-21,4,28,31,1954,0,1,2,2020
"749",2017-01-22,15,44,27,2217,0,3,2,2308
"750",2017-01-23,17,67,73,5320,0,31,1,5509
"751",2017-01-24,20,69,79,5040,0,22,2,5232
"752",2017-01-25,20,57,77,4695,0,24,3,4876
"753",2017-01-26,19,56,76,4570,0,25,4,4750
"754",2017-01-27,17,58,57,2912,0,13,2,3059
"755",2017-01-28,6,28,33,1996,0,4,3,2070
"756",2017-01-29,7,33,32,2271,0,4,1,2348
"757",2017-01-30,15,51,74,4642,0,32,2,4816
"758",2017-01-31,18,63,74,4707,0,19,2,4883
"759",2017-02-01,15,48,64,4556,0,32,2,4717
"760",2017-02-02,19,45,64,4092,0,23,4,4247
"761",2017-02-03,13,57,49,2803,0,10,2,2934
"762",2017-02-04,10,36,42,1947,0,8,1,2044
"763",2017-02-05,10,38,32,1607,0,7,2,1696
"764",2017-02-06,13,57,70,4626,0,30,2,4798
"765",2017-02-07,12,67,70,4820,0,24,2,4995
"766",2017-02-08,15,54,64,4691,0,33,1,4858
"767",2017-02-09,15,47,65,4344,0,19,5,4495
"768",2017-02-10,12,52,57,2909,0,15,3,3048
"769",2017-02-11,10,30,42,1893,0,9,1,1985
"770",2017-02-12,9,37,39,2116,0,6,1,2208
"771",2017-02-13,11,59,94,4435,0,21,2,4622
"772",2017-02-14,16,49,67,4141,0,21,2,4296
"773",2017-02-15,11,48,68,4537,0,20,2,4686
"774",2017-02-16,20,51,73,4093,0,35,4,4276
"775",2017-02-17,19,58,61,2932,0,14,2,3086
"776",2017-02-18,11,34,33,1597,0,0,1,1676
"777",2017-02-19,12,55,35,2024,0,4,1,2131
"778",2017-02-20,14,69,78,4607,0,26,4,4798
"779",2017-02-21,14,54,70,4483,0,17,1,4639
"780",2017-02-22,10,72,66,4292,0,21,4,4465
"781",2017-02-23,12,42,58,4116,0,15,2,4245
"782",2017-02-24,11,41,48,2801,0,12,3,2916
"783",2017-02-25,3,36,19,1681,0,4,1,1744
"784",2017-02-26,11,45,41,2210,0,5,2,2314
"785",2017-02-27,13,55,69,4236,0,24,4,4401
"786",2017-02-28,16,53,71,4547,0,18,1,4706
"787",2017-03-01,19,53,70,4521,0,27,3,4693
"788",2017-03-02,13,41,58,3854,0,14,3,3983
"789",2017-03-03,17,40,48,2741,0,4,3,2853
"790",2017-03-04,6,30,35,1782,0,4,1,1858
"791",2017-03-05,12,35,38,1895,0,7,1,1988
"792",2017-03-06,14,63,76,4192,0,21,2,4368
"793",2017-03-07,15,58,72,4399,0,14,2,4560
"794",2017-03-08,11,54,69,4150,0,31,3,4318
"795",2017-03-09,21,61,57,4138,0,19,2,4298
"796",2017-03-10,13,48,44,2681,0,10,3,2799
"797",2017-03-11,8,37,26,1885,0,3,1,1960
"798",2017-03-12,3,29,32,1719,0,2,1,1786
"799",2017-03-13,17,58,63,4347,0,23,2,4510
"800",2017-03-14,15,52,70,4098,0,18,2,4255
"801",2017-03-15,12,52,67,4069,0,24,2,4226
"802",2017-03-16,10,53,50,3853,0,23,3,3992
"803",2017-03-17,13,46,51,2607,0,14,2,2733
"804",2017-03-18,9,32,50,1876,0,4,1,1972
"805",2017-03-19,4,35,30,1678,0,8,4,1759
"806",2017-03-20,13,51,67,2481,0,11,2,2625
"807",2017-03-21,12,50,55,2249,0,8,1,2375
"808",2017-03-22,15,50,64,1867,0,5,3,2004
"809",2017-03-23,10,41,27,1092,0,5,1,1176
"810",2017-03-24,13,32,28,743,0,4,3,823
"811",2017-03-25,0,0,0,0,0,0,0,0
"812",2017-03-26,0,0,0,0,0,0,0,0
"813",2017-03-27,9,43,25,625,0,6,3,711
"814",2017-03-28,15,37,28,611,0,1,3,695
"815",2017-03-29,11,36,25,510,0,3,3,588
"816",2017-03-30,6,37,29,495,0,4,2,573
"817",2017-03-31,11,36,20,517,0,1,2,587
"818",2017-04-01,0,0,0,0,0,0,0,0
"819",2017-04-02,2,13,13,820,0,9,1,858
"820",2017-04-03,14,50,43,5136,0,30,3,5276
"821",2017-04-04,22,54,47,5075,0,31,2,5231
"822",2017-04-05,16,54,51,5056,0,28,3,5208
"823",2017-04-06,11,46,46,4682,0,25,3,4813
"824",2017-04-07,10,52,47,2981,0,12,2,3104
"825",2017-04-08,4,27,33,2041,0,4,2,2111
"826",2017-04-09,7,29,32,1894,0,7,2,1971
"827",2017-04-10,25,64,65,5255,0,35,2,5446
"828",2017-04-11,12,36,46,4712,0,21,3,4830
"829",2017-04-12,11,52,55,4790,0,28,2,4938
"830",2017-04-13,16,58,62,4196,0,30,2,4364
"831",2017-04-14,14,56,50,2785,0,14,4,2923
"832",2017-04-15,4,22,37,1381,0,4,2,1450
"833",2017-04-16,7,17,24,1292,0,2,3,1345
"834",2017-04-17,12,48,59,4619,0,39,3,4780
"835",2017-04-18,16,46,63,4720,0,30,2,4877
"836",2017-04-19,12,59,56,4614,0,51,3,4795
"837",2017-04-20,9,47,45,3706,0,34,2,3843
"838",2017-04-21,9,35,45,2444,0,8,3,2544
"839",2017-04-22,12,29,38,1692,0,6,2,1779
"840",2017-04-23,9,22,35,1757,0,6,0,1829
"841",2017-04-24,16,56,63,4409,0,28,3,4575
"842",2017-04-25,17,53,63,4300,0,30,0,4463
"843",2017-04-26,18,43,54,4263,0,37,3,4418
"844",2017-04-27,14,38,52,3835,0,31,2,3972
"845",2017-04-28,18,36,46,2482,0,11,2,2595
"846",2017-04-29,3,28,26,1178,0,3,2,1240
"847",2017-04-30,13,19,21,1876,0,8,2,1939
"848",2017-05-01,7,51,68,4405,0,29,3,4563
"849",2017-05-02,17,47,52,4111,0,29,0,4256
"850",2017-05-03,6,53,50,4417,0,33,2,4561
"851",2017-05-04,16,41,43,3716,0,32,2,3850
"852",2017-05-05,11,43,56,2451,0,13,3,2577
"853",2017-05-06,3,19,29,1471,0,7,2,1531
"854",2017-05-07,3,24,31,1543,0,6,0,1607
"855",2017-05-08,6,47,60,4312,0,31,0,4456
"856",2017-05-09,14,50,59,4137,0,31,1,4292
"857",2017-05-10,11,39,59,3927,0,26,1,4063
"858",2017-05-11,15,35,50,3481,0,26,2,3609
"859",2017-05-12,21,36,49,2366,0,13,2,2487
"860",2017-05-13,6,26,30,1494,0,1,2,1559
"861",2017-05-14,4,20,20,1457,0,8,2,1511
"862",2017-05-15,18,49,59,4281,0,31,1,4439
"863",2017-05-16,13,43,59,3920,0,32,2,4069
"864",2017-05-17,9,59,62,3943,0,23,2,4098
"865",2017-05-18,14,40,62,3437,0,22,0,3575
"866",2017-05-19,10,37,39,2065,0,9,2,2162
"867",2017-05-20,3,17,25,1194,0,3,2,1244
"868",2017-05-21,5,25,27,1368,0,6,2,1433
"869",2017-05-22,9,57,58,4066,0,27,0,4217
"870",2017-05-23,16,42,54,3729,0,25,0,3866
"871",2017-05-24,9,35,52,3809,0,25,3,3933
"872",2017-05-25,7,36,46,3139,0,22,2,3252
"873",2017-05-26,10,27,35,1818,0,9,3,1902
"874",2017-05-27,6,21,15,964,0,1,2,1009
"875",2017-05-28,0,19,23,967,0,3,2,1014
"876",2017-05-29,2,21,22,1131,0,2,2,1180
"877",2017-05-30,12,40,43,3478,0,25,2,3600
"878",2017-05-31,12,38,52,3809,0,24,0,3935
"879",2017-06-01,6,32,45,3179,0,24,2,3288
"880",2017-06-02,18,37,36,2126,0,9,3,2229
"881",2017-06-03,4,10,28,1334,0,3,2,1381
"882",2017-06-04,5,28,15,1340,0,3,2,1393
"883",2017-06-05,11,39,47,3631,0,30,3,3761
"884",2017-06-06,7,34,48,3293,0,23,2,3407
"885",2017-06-07,10,41,35,3330,0,20,4,3440
"886",2017-06-08,11,37,41,3147,0,25,2,3263
"887",2017-06-09,9,27,31,1961,0,11,2,2041
"888",2017-06-10,3,29,29,1329,0,4,2,1396
"889",2017-06-11,5,27,21,1107,0,3,2,1165
"890",2017-06-12,7,27,33,1685,0,4,3,1759
"891",2017-06-13,14,38,39,1635,0,3,2,1731
"892",2017-06-14,10,35,26,1355,0,6,2,1434
"893",2017-06-15,8,22,19,814,0,4,2,869
"894",2017-06-16,3,22,21,693,0,6,1,746
"895",2017-06-17,5,17,9,339,0,7,2,379
"896",2017-06-18,2,16,11,296,0,10,2,337
"897",2017-06-19,3,21,20,371,0,9,0,424
"898",2017-06-20,6,21,22,445,0,10,3,507
"899",2017-06-21,4,24,22,482,0,8,2,542
"900",2017-06-22,9,16,20,454,0,9,2,510
"901",2017-06-23,5,20,22,420,0,12,2,481
"902",2017-06-24,0,0,0,0,0,0,0,0
"903",2017-06-25,0,0,0,0,0,0,0,0
"904",2017-06-26,13,19,25,720,0,15,2,794
"905",2017-06-27,12,21,22,847,0,34,2,938
"906",2017-06-28,16,25,28,795,0,29,0,893
"907",2017-06-29,9,23,26,704,0,13,2,777
"908",2017-06-30,8,24,26,536,0,24,3,621
"909",2017-07-01,5,6,15,259,0,7,0,292
"910",2017-07-02,5,11,10,283,0,8,0,317
"911",2017-07-03,7,25,29,715,0,16,2,794
"912",2017-07-04,0,0,0,0,0,0,0,0
"913",2017-07-05,7,24,31,669,0,21,2,754
"914",2017-07-06,12,28,25,706,0,18,0,789
"915",2017-07-07,9,20,33,590,0,19,0,671
"916",2017-07-08,4,12,14,270,0,8,0,308
"917",2017-07-09,10,11,23,264,0,7,0,315
"918",2017-07-10,10,29,35,809,0,17,0,900
"919",2017-07-11,13,21,26,761,0,21,1,843
"920",2017-07-12,8,26,27,718,0,19,1,799
"921",2017-07-13,18,20,27,637,0,27,1,730
"922",2017-07-14,9,21,27,548,0,24,1,630
"923",2017-07-15,2,10,19,293,0,9,0,333
"924",2017-07-16,2,12,15,275,0,11,0,315
"925",2017-07-17,9,36,32,741,0,30,2,850
"926",2017-07-18,10,30,20,669,0,34,3,766
"927",2017-07-19,14,23,30,664,0,22,2,755
"928",2017-07-20,12,17,20,543,0,19,2,613
"929",2017-07-21,4,24,22,472,0,19,2,543
"930",2017-07-22,3,7,16,205,0,3,0,234
"931",2017-07-23,3,13,23,258,0,4,0,301
"932",2017-07-24,12,23,29,681,0,21,2,768
"933",2017-07-25,13,19,30,704,0,17,2,785
"934",2017-07-26,16,26,31,679,0,22,2,776
"935",2017-07-27,12,17,25,625,0,25,2,706
"936",2017-07-28,12,17,33,475,0,15,2,554
"937",2017-07-29,1,9,18,206,0,3,0,237
"938",2017-07-30,4,14,20,208,0,4,0,250
"939",2017-07-31,16,28,30,644,0,11,2,731
"940",2017-08-01,7,26,33,614,0,17,2,699
"941",2017-08-02,10,20,33,580,0,10,2,655
"942",2017-08-03,10,13,23,489,0,16,2,553
"943",2017-08-04,7,23,27,482,0,12,2,553
"944",2017-08-05,4,10,17,221,0,5,0,257
"945",2017-08-06,4,22,24,274,0,5,0,329
"946",2017-08-07,10,27,38,656,0,16,2,749
"947",2017-08-08,8,20,35,623,0,16,2,704
"948",2017-08-09,15,30,30,597,0,17,2,691
"949",2017-08-10,13,18,27,523,0,19,2,602
"950",2017-08-11,14,25,21,432,0,20,2,514
"951",2017-08-12,2,13,17,195,0,2,0,229
"952",2017-08-13,6,16,18,225,0,8,0,273
"953",2017-08-14,15,25,29,551,0,16,2,638
"954",2017-08-15,10,17,26,486,0,22,2,563
"955",2017-08-16,13,20,28,429,0,20,2,512
"956",2017-08-17,11,17,32,397,0,18,2,477
"957",2017-08-18,10,24,21,402,0,14,2,473
"958",2017-08-19,0,0,0,0,0,0,0,0
"959",2017-08-20,0,0,0,0,0,0,0,0
"960",2017-08-21,6,12,27,372,0,9,2,428
"961",2017-08-22,16,20,33,438,0,19,2,528
"962",2017-08-23,9,27,23,417,0,11,2,489
"963",2017-08-24,16,20,25,403,0,12,2,478
"964",2017-08-25,14,23,22,378,0,14,2,453
"965",2017-08-26,0,0,0,0,0,0,0,0
"966",2017-08-27,0,0,0,0,0,0,0,0
"967",2017-08-28,0,0,0,0,0,0,0,0
"968",2017-08-29,0,0,0,1,0,1,0,2
"969",2017-08-30,0,0,0,0,0,2,0,2
"970",2017-08-31,0,0,0,0,0,0,0,0
"971",2017-09-01,0,0,0,0,0,0,0,0
"972",2017-09-02,0,0,0,0,0,0,0,0
"973",2017-09-03,0,0,0,0,0,0,0,0
"974",2017-09-04,0,0,0,0,0,0,0,0
"975",2017-09-05,0,0,0,0,0,0,0,0
"976",2017-09-06,14,27,40,628,0,25,2,736
"977",2017-09-07,12,21,36,500,0,14,2,585
"978",2017-09-08,14,30,31,399,0,17,2,493
"979",2017-09-09,0,0,0,0,0,0,0,0
"980",2017-09-10,0,0,0,0,0,0,0,0
"981",2017-09-11,9,34,38,546,0,22,2,651
"982",2017-09-12,13,22,34,474,0,17,1,561
"983",2017-09-13,9,36,37,477,0,21,2,582
"984",2017-09-14,8,24,32,406,0,19,2,491
"985",2017-09-15,10,28,23,355,0,10,2,428
"986",2017-09-16,0,0,0,0,0,0,0,0
"987",2017-09-17,0,0,0,0,0,6,0,6
"988",2017-09-18,3,36,32,1081,0,41,2,1195
"989",2017-09-19,5,28,25,1222,0,21,2,1303
"990",2017-09-20,7,32,29,1366,0,17,3,1454
"991",2017-09-21,4,25,29,2375,0,14,2,2449
"992",2017-09-22,16,22,30,2252,0,19,2,2341
"993",2017-09-23,2,13,19,2358,0,7,2,2401
"994",2017-09-24,2,12,21,2087,0,13,2,2137
"995",2017-09-25,10,41,51,6154,0,17,2,6275
"996",2017-09-26,13,45,59,5333,0,15,2,5467
"997",2017-09-27,12,36,46,4991,0,15,2,5102
"998",2017-09-28,17,37,53,4348,0,8,2,4465
"999",2017-09-29,15,35,33,3064,0,6,2,3155
"1000",2017-09-30,9,17,23,1378,0,3,2,1432
"1001",2017-10-01,4,27,24,1913,0,1,2,1971
"1002",2017-10-02,10,50,43,4952,0,6,2,5063
"1003",2017-10-03,13,37,57,4416,0,11,3,4537
"1004",2017-10-04,11,45,49,4289,0,11,3,4408
"1005",2017-10-05,7,31,50,3727,0,7,2,3824
"1006",2017-10-06,13,38,29,2526,0,5,2,2613
"1007",2017-10-07,3,22,19,1034,0,5,3,1086
"1008",2017-10-08,3,19,33,1534,0,0,2,1591
"1009",2017-10-09,9,50,62,4130,0,10,2,4263
"1010",2017-10-10,15,36,60,3733,0,9,2,3855
"1011",2017-10-11,14,37,60,3995,0,15,2,4123
"1012",2017-10-12,7,27,40,3452,0,8,2,3536
"1013",2017-10-13,15,41,43,2292,0,3,3,2397
"1014",2017-10-14,5,18,21,1413,0,3,2,1462
"1015",2017-10-15,2,31,21,1610,0,5,2,1671
"1016",2017-10-16,13,53,57,4071,0,6,2,4202
"1017",2017-10-17,17,35,53,3770,0,7,2,3884
"1018",2017-10-18,8,39,55,3851,0,6,2,3961
"1019",2017-10-19,7,39,44,3368,0,11,2,3471
"1020",2017-10-20,16,46,39,2361,0,5,2,2469
"1021",2017-10-21,4,29,27,1467,0,2,2,1531
"1022",2017-10-22,10,24,25,1594,0,3,2,1658
